graph file,number of bags,largest bag size,number of vertice,total number of bag size,smallest bag size,density of edges
transperth-archiver_20091103_0330.gr.bz2,10108.0,23.0,10633.0,45376.0,3.0,0.00011926575250878248
cherriots_20151217_1111_subgraph_tram+bus.gr.bz2,558.0,8.0,592.0,2326.0,3.0,0.0021207755979329584
south-metro-area-regional-transit_20151216_1704_subgraph_metro+bus.gr.bz2,163.0,8.0,177.0,733.0,3.0,0.007447354904982024
wcsp_12.gr.xz,104.0,56.0,305.0,2153.0,5.0,0.04745470232959448
metro-transit-system-city-of-madison_20131009_1415.gml.lp.gr.bz2,430.0,17.0,496.0,2947.0,4.0,0.0035190615835777126
smtd_20151216_1406_subgraph_train+metro+tram+bus.gr.bz2,823.0,12.0,859.0,3620.0,3.0,0.0015033472542203626
bkk_20151219_0150_subgraph_tram+bus.gr.bz2,1850.0,73.0,1995.0,10374.0,3.0,0.0008262883889764532
celar11.dgf.bz2,246.0,16.0,340.0,1468.0,3.0,0.008459135866736075
asheville-transit-service_20151217_0854_subgraph_tram+bus.gr.bz2,437.0,5.0,485.0,1779.0,3.0,0.002530459231490159
manatee-county-area-transit_20151219_0128.gr.bz2,896.0,6.0,927.0,3685.0,3.0,0.0012581517750424626
coli_primal_graph-pp.dgf.bz2,258.0,54.0,319.0,3599.0,6.0,0.022653338853729225
he159.gr.xz,127943.0,91.0,144314.0,756065.0,3.0,1.1036384175715348e-05
citybus_20151001_1343.gr.bz2,812.0,11.0,831.0,3488.0,4.0,0.001348353703623157
he043.gr.xz,198.0,47.0,299.0,5633.0,4.0,0.045487194451303004
cit-la-presqule_20150904_1400_subgraph_tram+bus.gr.bz2,629.0,7.0,658.0,2685.0,3.0,0.001984705278205715
new_york_bus_2015-12-24.gml.lp.gr.bz2,431.0,15.0,508.0,2542.0,3.0,0.003676870272872696
citygo_20090102_2309.gr.bz2,98.0,4.0,101.0,397.0,3.0,0.01089108910891089
socit-de-transport-de-sherbrooke_20150713_1557.gml.lp.gr.bz2,264.0,16.0,302.0,1672.0,4.0,0.006512507975622099
bangladesh-railways_20131212_2148_subgraph_train+metro+tram.gr.bz2,120.0,6.0,136.0,513.0,3.0,0.013180827886710239
transperth-archiver_20091103_0330_subgraph_train+metro.gr.bz2,109.0,4.0,142.0,399.0,3.0,0.008840275696733593
pittsburgh_bing_2015-11-23.gml.lp.gr.bz2,844.0,25.0,1005.0,5379.0,3.0,0.0017075974708132644
fredericton-transit_20130313_1626_subgraph_metro+bus.gr.bz2,609.0,7.0,634.0,2488.0,3.0,0.0017492188317610297
metro-transit-city-of-madison_20151217_0832.gr.bz2,2030.0,18.0,2096.0,9459.0,3.0,0.000565914846326222
massachusetts_pvrta_2009-10-22.gml.lp.gr.bz2,441.0,18.0,505.0,2903.0,4.0,0.003602860286028603
log-5.cnf.gr.xz,1225.0,394.0,2245.0,31932.0,5.0,0.00593535247668616
kern-transit_20151219_0142_subgraph_tram+bus.gr.bz2,181.0,5.0,211.0,752.0,3.0,0.00699616339426766
smtlib-qfbv-aigs-lfsr_004_127_112-tseitin.gaifman_6.gr.xz,220.0,15.0,316.0,1398.0,4.0,0.006720916214587101
skagit-transit_20150429_1915_subgraph_bus.gr.bz2,454.0,6.0,473.0,1873.0,3.0,0.0025172895689253593
rseau-de-transport-de-longueuil_20151217_1019_subgraph_metro+bus.gr.bz2,2133.0,16.0,2241.0,9632.0,3.0,0.0005904570663606808
ra.cnf.gr.xz,1202.0,34.0,1236.0,19270.0,12.0,0.007478741663718669
mrc-les-moulins-urbis_20151202_1947.gr.bz2,645.0,7.0,686.0,2818.0,3.0,0.0019152603690068312
radb3.edge.bz2,104.0,4.0,113.0,417.0,3.0,0.010903919089759798
ex111.gr.xz,300.0,10.0,395.0,1466.0,4.0,0.00429223157488916
he065.gr.xz,76.0,23.0,100.0,722.0,6.0,0.027171717171717173
napa-county_20121130_1137_subgraph_tram+bus.gr.bz2,303.0,6.0,321.0,1304.0,3.0,0.0044392523364485985
bloomington-transit_20150819_0138_subgraph_bus.gr.bz2,441.0,9.0,463.0,1863.0,3.0,0.0027208212953353343
rtc-ride_20141220_0137_subgraph_bus.gr.bz2,760.0,9.0,827.0,3144.0,3.0,0.0014858688746336565
ex033.gr.xz,331.0,8.0,363.0,1737.0,3.0,0.0041170113997838756
csehattila87_20151216_1417.gr.bz2,273.0,9.0,291.0,1162.0,3.0,0.0048346960540348385
transperth-archiver_20141007_0213_subgraph_train+metro.gr.bz2,114.0,5.0,145.0,422.0,3.0,0.009147509578544061
post-cbmc-aes-d-r2.gaifman_10.gr.xz,215.0,15.0,263.0,1458.0,4.0,0.007328824775781499
the-rapid_20141219_1524.gml.lp.gr.bz2,141.0,11.0,166.0,806.0,3.0,0.010733844468784228
Promedas_50.gr.xz,455.0,42.0,578.0,3804.0,5.0,0.003613128399489065
spokane-transit-authority_20151217_1018_subgraph_metro+bus.gr.bz2,1104.0,14.0,1163.0,4771.0,3.0,0.0010833161906932483
he132.gr.xz,6570.0,37.0,7565.0,37963.0,3.0,0.0002594646852258393
rliebenberg_20120529_2122_subgraph_tram+bus.gr.bz2,460.0,8.0,488.0,1920.0,3.0,0.0025162419631736626
he088.gr.xz,1674.0,122.0,2030.0,13183.0,4.0,0.001023338925481989
rijard.barnes_20150215_0640_subgraph_train+metro+tram+bus.gr.bz2,8515.0,48.0,9029.0,37695.0,3.0,0.0001408840994946967
edmonton-transit-system_20150902_0111_subgraph_tram+bus.gr.bz2,3593.0,29.0,3819.0,17220.0,3.0,0.00039140132372791827
radf5.edge.bz2,105.0,4.0,113.0,419.0,3.0,0.010903919089759798
bheema.upadhyaya_20100806_0727_subgraph_tram+bus.gr.bz2,460.0,7.0,473.0,1761.0,3.0,0.0024321854731787725
citybus_20151001_1343.gml.lp.gr.bz2,100.0,11.0,116.0,635.0,5.0,0.014992503748125937
metlink-archiver_20110705_0254.gr.bz2,2869.0,14.0,2977.0,12337.0,3.0,0.00039731128616887177
central-ohio-transit-authority_20140902_2141.gr.bz2,2481.0,22.0,2640.0,11098.0,3.0,0.0004972039454798075
cango.transit.update_20151216_1627_subgraph_bus.gr.bz2,6142.0,22.0,6321.0,26630.0,3.0,0.00018143259658882688
metlink-archiver_20110625_0239.gr.bz2,2874.0,14.0,2978.0,12372.0,3.0,0.00039727004865824917
humboldt-archiver_20151216_1436_subgraph_bus.gr.bz2,239.0,6.0,265.0,1019.0,3.0,0.005031446540880503
regional-transportation-agency-of-central-maryland_20150811_1652_subgraph_bus.gr.bz2,541.0,6.0,586.0,2275.0,3.0,0.002263644584463697
asheville-transit-service_20151217_0854.gr.bz2,437.0,5.0,485.0,1777.0,3.0,0.002530459231490159
the-bus_20151217_0906_subgraph_metro+bus.gr.bz2,419.0,9.0,445.0,1861.0,3.0,0.002889968620305699
Promedus_38.gr.xz,330.0,22.0,436.0,2523.0,5.0,0.004502794474322472
go-taps_20150524_1019_subgraph_tram+bus.gr.bz2,153.0,4.0,161.0,608.0,3.0,0.007531055900621118
celar09-wpp.dgf.bz2,87.0,17.0,142.0,764.0,4.0,0.03041654180401558
metlink-archiver_20150626_0331_subgraph_tram+bus.gr.bz2,2758.0,12.0,2839.0,11800.0,3.0,0.00040908110405231076
ex080.gr.xz,256.0,12.0,329.0,1307.0,4.0,0.005309882126176885
kroB150.tsp-pp.dgf.bz2,104.0,15.0,147.0,877.0,6.0,0.01989562948467058
leetran_20150421_1336.gr.bz2,1235.0,6.0,1304.0,5128.0,3.0,0.0009605017208989166
green-bay-metro-transit_20110424_0431.gr.bz2,656.0,6.0,679.0,2609.0,3.0,0.0016378415247131604
community-transit_20150319_0942_subgraph_tram+bus.gr.bz2,987.0,12.0,1066.0,4127.0,3.0,0.0012032167992319144
capmetro_20150628_0130_subgraph_train+metro+tram+bus.gr.bz2,2578.0,39.0,2675.0,12021.0,3.0,0.00044541063477306563
york-region-transit_20151219_0115_subgraph_train+metro+tram+bus.gr.bz2,3420.0,24.0,3655.0,16060.0,3.0,0.00038329151494866857
rochester-genesee-regional-transportation-authority_20151219_0120_subgraph_bus.gr.bz2,2007.0,39.0,2185.0,10488.0,3.0,0.000746640849615678
radb4.edge.bz2,125.0,4.0,130.0,491.0,3.0,0.009421586165772213
brampton-transit_20140905_1826_subgraph_metro+bus.gr.bz2,2324.0,29.0,2419.0,10741.0,3.0,0.0005070829191700253
cape-ann-transportation_20130405_0333_subgraph_tram+bus.gr.bz2,128.0,7.0,140.0,600.0,3.0,0.012076053442959919
empresa-publica-de-transportes-e-circulao_20141104_0243.gr.bz2,848.0,19.0,930.0,4195.0,3.0,0.002586895378311747
municipalidad-de-bahia-blanca_20151216_1926_subgraph_bus.gr.bz2,3803.0,10.0,3849.0,14000.0,3.0,0.00026561425626117754
mrc-les-moulins-urbis_20151202_1947_subgraph_tram+bus.gr.bz2,641.0,7.0,686.0,2802.0,3.0,0.0019152603690068312
the-bus_20151217_0906.gml.lp.gr.bz2,106.0,9.0,129.0,612.0,4.0,0.014171511627906976
timt4stic_20110831_0329_subgraph_metro+bus.gr.bz2,2802.0,14.0,2893.0,12089.0,3.0,0.00040745558865559495
hillsborough-area-regional-transit_20151217_1013_subgraph_metro+bus.gr.bz2,2172.0,20.0,2250.0,9395.0,3.0,0.0005549132947976879
logistics.b.cnf.gr.xz,408.0,160.0,819.0,17402.0,5.0,0.014763964641715253
graph06pp.dgf.bz2,96.0,18.0,119.0,795.0,5.0,0.02478279447372169
metra_20130308_0424_subgraph_train.gr.bz2,197.0,7.0,239.0,881.0,3.0,0.008403361344537815
bkk_20151219_0150.gr.bz2,2030.0,83.0,2193.0,11685.0,3.0,0.0007470268705003644
kitsap-transit_20151219_0151.gml.lp.gr.bz2,222.0,9.0,273.0,1259.0,4.0,0.007016268045679811
nc-state-university-wolfline_20150227_1735_subgraph_train+metro+tram+bus.gr.bz2,101.0,8.0,109.0,484.0,4.0,0.012317363234794428
cary-transit_20150227_1731_subgraph_tram+bus.gr.bz2,178.0,4.0,193.0,717.0,4.0,0.005936960276338514
southwest-ohio-regional-transit-authority_20121005_1622_subgraph_train+metro+tram+bus.gr.bz2,3488.0,26.0,3643.0,15344.0,3.0,0.0003552961205492453
psta_20151216_1523_subgraph_metro+bus.gr.bz2,3789.0,21.0,3891.0,16374.0,3.0,0.00032320317336361875
mountain-metropolitan-transit_20100706_1325_subgraph_metro+bus.gr.bz2,1067.0,6.0,1105.0,4366.0,3.0,0.0010640041969965245
schwer_20151004_1324_subgraph_train+metro+tram+bus.gr.bz2,99.0,6.0,113.0,424.0,3.0,0.018331226295828066
bkk_20151219_0150_subgraph_train+metro+tram.gr.bz2,353.0,4.0,385.0,1170.0,3.0,0.0027800324675324676
Promedus_36.gr.xz,195.0,14.0,272.0,1361.0,5.0,0.006742457130453658
fl417.tsp.dgf.bz2,333.0,12.0,417.0,2570.0,5.0,0.006796485888212507
c-tran_20151202_1648.gr.bz2,773.0,14.0,819.0,3327.0,3.0,0.0015568511901030238
omnibus-solutions-ltd_20150902_0841_subgraph_bus.gr.bz2,615.0,13.0,643.0,2820.0,3.0,0.001916154319462411
lowell-regional-transit-authority_20121214_0433_subgraph_tram+bus.gr.bz2,120.0,5.0,128.0,452.0,3.0,0.010273129921259843
mvta-archiver_20151216_1601_subgraph_metro+bus.gr.bz2,862.0,10.0,890.0,3636.0,3.0,0.0013687895754603708
spokane-transit-authority_20151217_1018.gml.lp.gr.bz2,181.0,14.0,209.0,1096.0,3.0,0.008787265366212734
he128.gr.xz,1098.0,958.0,2200.0,101095.0,7.0,0.0048524122535036586
he117.gr.xz,4680.0,199.0,6040.0,50297.0,4.0,0.0005081758854421975
stib_20150902_2008_subgraph_bus.gr.bz2,720.0,8.0,770.0,2924.0,3.0,0.0016381537837974768
Promedas_54.gr.xz,418.0,45.0,534.0,3410.0,5.0,0.00375234521575985
pcb442.tsp-pp.dgf.bz2,301.0,23.0,425.0,2774.0,6.0,0.006942286348501665
smtd_20151216_1406_subgraph_tram+bus.gr.bz2,822.0,12.0,859.0,3619.0,3.0,0.0015033472542203626
ecobici.stats_20141007_2248_subgraph_bus.gr.bz2,4279.0,15.0,4535.0,18122.0,3.0,0.00027925720113473163
he115.gr.xz,5889.0,121.0,8749.0,53137.0,4.0,0.0003013996556821204
edmonton-transit-system_20150902_0111_subgraph_metro+bus.gr.bz2,3576.0,29.0,3800.0,17159.0,3.0,0.0003939402335794738
septa_20151217_1207_subgraph_train+metro+tram+bus.gr.bz2,131.0,5.0,155.0,489.0,3.0,0.009426057813154587
he096.gr.xz,1353.0,97.0,1675.0,10364.0,4.0,0.0012214911107544715
everett-transit_20150319_0949_subgraph_train+metro+tram+bus.gr.bz2,430.0,8.0,452.0,1871.0,3.0,0.0028697290190922826
adamjernst_20081211_0356.normalized_subgraph_train+metro.gr.bz2,140.0,7.0,164.0,570.0,3.0,0.010960646416280114
citygo_20090102_2309_subgraph_bus.gr.bz2,98.0,4.0,101.0,397.0,3.0,0.01089108910891089
connectoos.com_20150906_0927_subgraph_train+metro+tram.gr.bz2,1078.0,54.0,1252.0,8143.0,3.0,0.0022205877470547523
celar08pp-pp.dgf.bz2,95.0,17.0,171.0,962.0,5.0,0.031166150670794635
laketahoe-ca-us-archiver_20151216_1536_subgraph_tram+bus.gr.bz2,298.0,6.0,327.0,1270.0,3.0,0.003921127183354909
mrc-les-moulins_20141201_2136.gml.lp.gr.bz2,221.0,8.0,263.0,1224.0,4.0,0.006936986619452587
cityofmadison-archiver_20130830_1512.gr.bz2,1986.0,17.0,2052.0,9146.0,3.0,0.0005828469543217163
he029.gr.xz,958.0,28.0,1069.0,4911.0,4.0,0.001563468956601255
wcsp_13.gr.xz,113.0,43.0,179.0,2527.0,5.0,0.07620362814638126
rseau-stan_20131006_1241.gr.bz2,464.0,8.0,497.0,2031.0,3.0,0.002742260011683001
san-francisco-municipal-transportation-agency_20151216_1446_subgraph_tram.gr.bz2,153.0,4.0,170.0,572.0,3.0,0.00713539853811347
dart-first-state_20151202_1815.gml.lp.gr.bz2,410.0,15.0,484.0,2463.0,3.0,0.003811405985319029
yuba-sutter-transit_20151216_1736.gr.bz2,198.0,6.0,217.0,841.0,3.0,0.005867042157364738
rpsrute@ruter.no_20151217_2005_subgraph_metro+tram.gr.bz2,155.0,4.0,166.0,531.0,3.0,0.006279664110989412
charlottesville-transit-service_20151219_0148_subgraph_train+metro+tram+bus.gr.bz2,327.0,6.0,334.0,1365.0,4.0,0.003335671000341659
ex167.gr.xz,422.0,12.0,509.0,2485.0,4.0,0.0037475055303745185
regional-transportation-agency-of-central-maryland_20150811_1652_subgraph_metro+bus.gr.bz2,543.0,6.0,586.0,2283.0,3.0,0.002263644584463697
mta-maryland-archiver_20150819_0130_subgraph_train+metro+tram.gr.bz2,155.0,4.0,170.0,616.0,3.0,0.0077271145144448316
victor-valley-transit-authority_20151202_1753_subgraph_train+metro+tram+bus.gr.bz2,674.0,7.0,697.0,2817.0,3.0,0.0016779630270947739
transports-municipals-del-girones_20150226_1730_subgraph_bus.gr.bz2,181.0,5.0,205.0,743.0,3.0,0.00624103299856528
ex118.gr.xz,27.0,55.0,81.0,1053.0,22.0,0.125
stanislaus-ca-archiver_20151216_1730_subgraph_metro+bus.gr.bz2,306.0,6.0,319.0,1305.0,3.0,0.004071291969795548
dimacs_queen11_11.gr.bz2,52.0,55.0,121.0,1358.0,7.0,0.08712121212121213
bc-transit-archiver_20130426_0318_subgraph_train+metro+tram+bus.gr.bz2,3876.0,24.0,3981.0,16881.0,3.0,0.0002875467515926783
celar10-wpp.dgf.bz2,88.0,17.0,142.0,773.0,4.0,0.03041654180401558
celar08-pp.dgf.bz2,100.0,17.0,189.0,1007.0,5.0,0.02859394348756051
indygo_20120905_1753_subgraph_metro+bus.gr.bz2,2630.0,14.0,2793.0,11045.0,3.0,0.00044190500811997245
rpsrute@ruter.no_20150416_0935_subgraph_bus.gr.bz2,11635.0,461.0,12305.0,75930.0,3.0,0.00012326889858912165
codiac-transpo_20150424_1930_subgraph_bus.gr.bz2,602.0,8.0,618.0,2509.0,3.0,0.0017990800039862998
kern-regional-transit_20140801_2043.gr.bz2,151.0,6.0,179.0,651.0,3.0,0.008568200364070052
deseco.edge.bz2,223.0,4.0,228.0,890.0,3.0,0.005815750830821548
glendale-beeline_20151202_1859_subgraph_tram+bus.gr.bz2,192.0,6.0,209.0,770.0,3.0,0.0059578579315421425
island-transit_20150223_1552_subgraph_tram+bus.gr.bz2,299.0,4.0,322.0,1222.0,3.0,0.003889243629186742
greater-cleveland-regional-transit-authority_20140529_0333_subgraph_tram+bus.gr.bz2,4277.0,17.0,4518.0,18112.0,3.0,0.00028268594870021796
graph11pp.dgf.bz2,236.0,92.0,340.0,3896.0,5.0,0.012354676383827867
siskiyou-transit-and-general-express_20150106_0149_subgraph_metro+bus.gr.bz2,97.0,5.0,117.0,428.0,3.0,0.014146772767462422
DorogovtsevGoltsevMendesGraph.gr.bz2,3280.0,3.0,3282.0,13120.0,4.0,0.0006092916559638983
contiki_ircc_handle_connection.gr.bz2,132.0,6.0,138.0,564.0,3.0,0.00851581508515815
graph07.dgf.bz2,138.0,56.0,200.0,2022.0,3.0,0.021180904522613064
ex123.gr.xz,81.0,37.0,122.0,753.0,4.0,0.04301585151063542
Promedas_67.gr.xz,378.0,41.0,489.0,3058.0,4.0,0.004131885078279527
thebus_20130419_0809_subgraph_bus.gr.bz2,3309.0,20.0,3469.0,14887.0,3.0,0.00037072465531750486
mrc-les-moulins-urbis_20151202_1947.gml.lp.gr.bz2,173.0,7.0,203.0,949.0,4.0,0.008730429693215627
he004.gr.xz,147.0,11.0,172.0,788.0,3.0,0.0138718890248878
graph13-pp-001.dgf.bz2,233.0,128.0,376.0,4653.0,7.0,0.012226950354609929
myciti_20131022_0552_subgraph_bus.gr.bz2,107.0,3.0,122.0,412.0,3.0,0.00941606828343043
actv-spa_20150429_1722.gr.bz2,97.0,10.0,119.0,540.0,3.0,0.015809713715994874
kroB200.tsp-pp.dgf.bz2,151.0,18.0,197.0,1331.0,6.0,0.014814047446389724
rtc-ride_20141220_0137.gml.lp.gr.bz2,86.0,8.0,113.0,456.0,4.0,0.01509165613147914
rochester-genesee-regional-transportation-authority_20151219_0120_subgraph_metro+bus.gr.bz2,2006.0,39.0,2185.0,10482.0,3.0,0.000746640849615678
Promedas_14.gr.xz,1170.0,93.0,1499.0,10043.0,5.0,0.001393006997989759
kcata_20151219_0125_subgraph_tram+bus.gr.bz2,4913.0,45.0,5044.0,21998.0,3.0,0.00024039886633948833
triangle-transit_20150227_1741_subgraph_train+metro+tram+bus.gr.bz2,412.0,5.0,435.0,1702.0,3.0,0.0028709147730282326
taisto-transport-aktsiaselts-archiver_20151217_0921_subgraph_train.gr.bz2,112.0,3.0,125.0,361.0,3.0,0.008580645161290323
transmetro_20140620_1542_subgraph_train+metro+tram+bus.gr.bz2,419.0,5.0,437.0,1696.0,4.0,0.0024772741586715093
miami-dade-transit_20151219_0136_subgraph_train+metro+tram+bus.gr.bz2,5749.0,27.0,5972.0,25534.0,3.0,0.00021806671517828467
sacramento-regional-transit_20151217_1028_subgraph_metro+bus.gr.bz2,2875.0,19.0,2931.0,12308.0,3.0,0.0003783260730592012
societe-de-transport-de-laval_20151219_0126.gr.bz2,2773.0,20.0,2810.0,11152.0,3.0,0.0003757621980188236
rpsrute@ruter.no_20150319_1558.gml.lp.gr.bz2,3889.0,488.0,4521.0,46463.0,4.0,0.0005078561599458182
transperth-archiver_20130706_0329_subgraph_train+metro+tram+bus.gr.bz2,11187.0,23.0,11774.0,50022.0,3.0,0.0001072969562913047
central-ohio-transit-authority_20140902_2141_subgraph_bus.gr.bz2,2480.0,22.0,2639.0,11067.0,3.0,0.0004972936138134433
pr136.tsp-pp.dgf.bz2,91.0,14.0,126.0,746.0,6.0,0.02266666666666667
pittsburgh_CleverTrip_2015-11-4.gml.lp.gr.bz2,851.0,24.0,1005.0,5422.0,3.0,0.0017075974708132644
school1_nsh-pp.dgf.bz2,88.0,205.0,327.0,9651.0,17.0,0.1361325303465226
clemson-area-transit_20151216_1442_subgraph_metro+bus.gr.bz2,107.0,3.0,121.0,410.0,3.0,0.009228650137741047
jacksonville-transportation-authority_20151216_1632.gml.lp.gr.bz2,306.0,13.0,359.0,1900.0,4.0,0.005049719114237251
brampton-transit_20140905_1826.gr.bz2,2320.0,27.0,2419.0,10696.0,3.0,0.0005070829191700253
metro-christchurch_20150918_0928_subgraph_bus.gr.bz2,1223.0,13.0,1310.0,5244.0,3.0,0.0009995393021886062
montgomery-transit_20150915_1412_subgraph_bus.gr.bz2,1251.0,5.0,1312.0,5053.0,3.0,0.0008598677233911927
ex043.gr.xz,229.0,10.0,279.0,1203.0,4.0,0.0066140635878394055
he042.gr.xz,113.0,43.0,179.0,2527.0,5.0,0.07620362814638126
transfort_20150423_1439_subgraph_bus.gr.bz2,357.0,7.0,389.0,1501.0,3.0,0.003193491108578698
metro-transit-city-of-madison_20151217_0832_subgraph_train+metro+tram+bus.gr.bz2,2025.0,18.0,2096.0,9399.0,3.0,0.000565914846326222
he034.gr.xz,711.0,25.0,836.0,3786.0,4.0,0.002057129759619517
he072.gr.xz,43.0,73.0,144.0,1496.0,8.0,0.08498445998445998
suntran_20150829_0115_subgraph_train+metro+tram+bus.gr.bz2,126.0,3.0,131.0,504.0,4.0,0.008162066940692894
mv-start-zrt_20120319_0356.gml.lp.gr.bz2,95.0,5.0,112.0,490.0,3.0,0.017374517374517374
ex027.gr.xz,207.0,16.0,274.0,1720.0,4.0,0.009558567952728537
ex161.gr.xz,656.0,14.0,1046.0,4703.0,5.0,0.003573421647286999
radf4.edge.bz2,125.0,4.0,130.0,491.0,3.0,0.009421586165772213
bay-town-trolley_20151216_1628_subgraph_bus.gr.bz2,179.0,5.0,198.0,729.0,3.0,0.005896528739168333
he046.gr.xz,236.0,92.0,340.0,3896.0,5.0,0.012363352420614263
mountain-line-archiver_20110312_0338_subgraph_metro+bus.gr.bz2,242.0,5.0,255.0,983.0,4.0,0.004461942257217848
smart_20101107_0850_subgraph_train+metro+tram+bus.gr.bz2,129.0,5.0,143.0,557.0,3.0,0.009504579927115139
graph14-pp.dgf.bz2,265.0,119.0,395.0,4538.0,5.0,0.008513782689712781
rat575.tsp-pp.dgf.bz2,414.0,27.0,572.0,4041.0,6.0,0.005177397033789328
capmetro_20150628_0130_subgraph_metro+bus.gr.bz2,2580.0,38.0,2675.0,12076.0,3.0,0.00044541063477306563
go-transit-city-of-oshkosh_20151216_1805_subgraph_metro+bus.gr.bz2,243.0,4.0,249.0,981.0,3.0,0.00450187848166861
Promedas_32_8.gr.xz,195.0,16.0,238.0,1353.0,5.0,0.008633833280147503
capital-metro_20141218_0131_subgraph_tram+bus.gr.bz2,2572.0,37.0,2669.0,12116.0,3.0,0.00045485874522461513
fairfax-cue_20150320_2256.gr.bz2,130.0,4.0,134.0,529.0,3.0,0.009089888901357873
amat_20140723_2302.normalized_subgraph_metro+bus.gr.bz2,3471.0,28.0,3633.0,16151.0,3.0,0.0003336855864802696
pace-suburban-bus-service_20121002_0305_subgraph_bus.gr.bz2,15004.0,34.0,15605.0,62883.0,3.0,7.528529108902564e-05
ex072.gr.xz,174.0,10.0,221.0,886.0,4.0,0.007877416700946112
ex078.gr.xz,212.0,12.0,256.0,1202.0,4.0,0.007123161764705882
sacramento_2014-06-15.gml.lp.gr.bz2,313.0,18.0,362.0,2063.0,4.0,0.004859123674262714
psta_20151216_1523_subgraph_tram+bus.gr.bz2,3783.0,21.0,3891.0,16329.0,3.0,0.00032320317336361875
rseau-stan_20131006_1241_subgraph_metro+bus.gr.bz2,446.0,8.0,479.0,1961.0,3.0,0.0028301639573378987
wmata-archiver_20151219_0103_subgraph_tram+bus.gr.bz2,7662.0,32.0,8125.0,34696.0,3.0,0.00016486005378176722
pr144.tsp.dgf.bz2,120.0,12.0,144.0,819.0,5.0,0.019085081585081584
graph10.dgf.bz2,231.0,94.0,340.0,3707.0,5.0,0.011061946902654867
josephinecounty-or-us-archiver_20151217_1032_subgraph_metro+bus.gr.bz2,114.0,4.0,119.0,455.0,3.0,0.009329155390969948
cit-valle-du-richelieu_20150821_1712_subgraph_tram+bus.gr.bz2,556.0,6.0,600.0,2330.0,3.0,0.0021619365609348916
he024.gr.xz,647.0,39.0,773.0,4102.0,4.0,0.002377856276267017
he137.gr.xz,6278.0,608.0,8905.0,108404.0,4.0,0.00045803941272884945
Promedas_23_6.gr.xz,208.0,14.0,253.0,1312.0,5.0,0.007842399146746972
stebazzi81_20151219_1954_subgraph_metro+tram.gr.bz2,340.0,4.0,356.0,1174.0,3.0,0.002777338186421902
hampton-roads-transit-hrt_20150930_1511_subgraph_bus.gr.bz2,1985.0,13.0,2078.0,8721.0,3.0,0.0006422604602495919
the-rapid_20141219_1524_subgraph_tram+bus.gr.bz2,1231.0,11.0,1295.0,5137.0,3.0,0.0009542110005788522
torino_2016-01.gml.lp.gr.bz2,1633.0,70.0,1946.0,12831.0,4.0,0.0009447895227703257
capmetro_20150628_0130_subgraph_bus.gr.bz2,2578.0,39.0,2675.0,12021.0,3.0,0.00044541063477306563
myciti_20131022_0552_subgraph_tram+bus.gr.bz2,109.0,3.0,122.0,412.0,3.0,0.00941606828343043
graph09-pp-001.dgf.bz2,271.0,115.0,398.0,4955.0,5.0,0.009588243484424643
kolumbus_20151219_0149.gr.bz2,2009.0,19.0,2157.0,8947.0,3.0,0.0006401473220467856
Promedas_71.gr.xz,350.0,33.0,442.0,2813.0,5.0,0.004801920768307323
Promedas_60_11.gr.xz,165.0,13.0,216.0,1053.0,4.0,0.008333333333333333
socit-de-transport-de-montral_20151217_1107.gr.bz2,5509.0,42.0,5848.0,26545.0,3.0,0.00023981337138528135
rseau-de-transport-de-la-capitale-rtc_20131119_1739_subgraph_tram+bus.gr.bz2,3022.0,22.0,3202.0,13860.0,3.0,0.0004313338215474123
long-island-bus_20110825_1140_subgraph_bus.gr.bz2,3174.0,14.0,3268.0,13257.0,3.0,0.0003553580386783903
santa-fe-trails_20120504_1700_subgraph_tram+bus.gr.bz2,387.0,7.0,404.0,1607.0,3.0,0.002880623049898042
foothill-transit_20150902_0101.gr.bz2,1717.0,17.0,1753.0,7315.0,3.0,0.0006430593867785688
indygo_20120905_1753_subgraph_bus.gr.bz2,2638.0,14.0,2793.0,11058.0,3.0,0.00044190500811997245
